Activity ID,Assessment,Category,Skill Focus,Activity Type,Activity Title,Activity Description,Time (min),IB Criterion,Style Preference,Text Type(s),Text / Work Focus,Difficulty,Location,Format,Session Use,Exam Proximity,Materials,Energy Level,Support Level,Helps With,Why It Helps,Success Criteria,If You Are Stuck
P1-0034,Paper 1,Genre Specifics,Speeches & Oral Texts,Genre Analysis,Rhetorical Delivery,"Find a speech text with audio. Identify: rhetorical devices (repetition, parallelism), delivery choices (pause, emphasis, tone). How does orality enhance?",5,B,"Auditory, Logical, Analytical",Speech,,Developing,At Home,Individual,Core Activity,Any Time,Device,Medium — normal study energy,Some Scaffolding — guided but open,Speaking Confidence,"Genre conventions are a cheat-code: once you know the formula, deviations become instant analysis.",You can state the genre's formula and one way your example follows or breaks it.,"Ask: if I had to make one of these, what three things would I have to include? Check them off."
P1-0035,Paper 1,Genre Specifics,Poetry,Genre Analysis,Poetic Devices,"Analyse a poem: form (sonnet, free verse), meter, rhyme scheme, imagery, figurative language. How do poetic choices create meaning?",5,B,"Reading, Writing, Logical, Analytical",Poetry,,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Analysis Depth,"Genre conventions are a cheat-code: once you know the formula, deviations become instant analysis.",You can state the genre's formula and one way your example follows or breaks it.,"Ask: if I had to make one of these, what three things would I have to include? Check them off."
P1-0036,Paper 1,Genre Specifics,Memes & Internet Culture,Genre Analysis,Digital Culture Analysis,"Analyse a meme: format, text, visual reference, shared understanding required, commentary conveyed. How does context shape meaning?",2,B,"Visual, Logical, Social/Interpersonal","Meme, Social Media Post",,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,"Genre conventions are a cheat-code: once you know the formula, deviations become instant analysis.",You can state the genre's formula and one way your example follows or breaks it.,"Ask: if I had to make one of these, what three things would I have to include? Check them off."
P1-0037,Paper 1,Genre Specifics,News Articles,Genre Analysis,News Structure,Compare news and feature articles covering same event. How do inverted pyramid (news) vs narrative (feature) shape reader understanding?,3,B,"Reading, Writing, Logical, Analytical","News Article, Feature Article",,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Structure & Planning, Comparative Linking","Genre conventions are a cheat-code: once you know the formula, deviations become instant analysis.",You can state the genre's formula and one way your example follows or breaks it.,"Ask: if I had to make one of these, what three things would I have to include? Check them off."
P1-0038,Paper 1,Genre Specifics,Video & Multimedia,Genre Analysis,Moving Image Analysis,"Analyse a video/film scene: camera movement, editing, sound, colour grading, dialogue timing. How do multiple modes create meaning?",5,B,"Visual, Auditory, Analytical","Video, Film",,Advanced,At Home,Individual,Core Activity,Any Time,Pen & Paper,High — needs full focus,Independent — you drive the thinking,"Analysis Depth, Time Management","Genre conventions are a cheat-code: once you know the formula, deviations become instant analysis.",You can state the genre's formula and one way your example follows or breaks it.,"Ask: if I had to make one of these, what three things would I have to include? Check them off."
P1-0039,Paper 1,Multimodal Analysis,Text-Image Integration,Genre Analysis,Word-Image Relationship,"Analyse multimodal text: Do words and images reinforce, contradict, or expand meaning? What would change if one mode were removed?",3,B,"Visual, Reading, Writing, Analytical",Multimodal Text (Mixed),,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,"Trains you to read images, layout, and words as one argument — the core of Paper 1's visual texts.",You can explain how one visual choice and one verbal choice work together.,Start with your eye: where did it land first? That spot was designed. Ask why.
P1-0040,Paper 1,Multimodal Analysis,Colour Theory & Symbolism,Technique Drill,Colour Psychology,"Collect five texts using the same colour (red, blue, etc.). Does colour symbolism stay consistent? How does context change colour meaning?",3,B,"Visual, Logical, Analytical",Any,,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,"Trains you to read images, layout, and words as one argument — the core of Paper 1's visual texts.",You can explain how one visual choice and one verbal choice work together.,Start with your eye: where did it land first? That spot was designed. Ask why.
P1-0041,Paper 1,Multimodal Analysis,Typography & Visual Hierarchy,Technique Drill,Font Meaning,"Analyse font choices in design: serif vs sans-serif, weight, size, colour, spacing. What associations does typography evoke?",2,B,"Visual, Logical, Analytical",Any Visual,,Foundational,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Analysis Depth, Time Management","Trains you to read images, layout, and words as one argument — the core of Paper 1's visual texts.",You can explain how one visual choice and one verbal choice work together.,Start with your eye: where did it land first? That spot was designed. Ask why.
P1-0042,Paper 1,Multimodal Analysis,Juxtaposition in Multimodal Texts,Technique Drill,Contrasting Elements,Find a multimodal text using juxtaposition (opposing elements next to each other). How does juxtaposition create meaning or irony?,2,B,"Visual, Logical, Analytical","Multimodal Text (Mixed), Advertisement",,Developing,At Home,Individual,Warm-Up,Any Time,Device,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Comparative Linking","Trains you to read images, layout, and words as one argument — the core of Paper 1's visual texts.",You can explain how one visual choice and one verbal choice work together.,Start with your eye: where did it land first? That spot was designed. Ask why.
P1-0043,Paper 1,Multimodal Analysis,Sound & Music in Multimodal Texts,Technique Drill,Audio Layer Analysis,"Analyse a text with sound (video, podcast, advertisement): music, voice quality, sound effects, silence. How does audio layer work with visuals?",3,B,"Auditory, Logical, Analytical","Video, Speech, Podcast, Advertisement",,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Speaking Confidence","Trains you to read images, layout, and words as one argument — the core of Paper 1's visual texts.",You can explain how one visual choice and one verbal choice work together.,Start with your eye: where did it land first? That spot was designed. Ask why.
P1-0044,Paper 1,Multimodal Analysis,Interactive Media Analysis,Skill Builder,Digital Engagement,"Analyse an interactive text (website, app, game): how does interactivity change meaning-making? What choices does audience have?",5,B,"Visual, Kinesthetic, Logical","Website, Video, Interactive Design",,Advanced,At Home,Individual,Core Activity,Any Time,Device,High — needs full focus,Independent — you drive the thinking,Analysis Depth,"Trains you to read images, layout, and words as one argument — the core of Paper 1's visual texts.",You can explain how one visual choice and one verbal choice work together.,Start with your eye: where did it land first? That spot was designed. Ask why.
IO-0001,Individual Oral,Individual Oral Preparation,Global Issue Connection,IO Prep,Issue Identification,"Choose your IO texts. List five global issues they address (power, identity, justice, belonging, environment). Which feels most central?",3,A,"Reading, Writing, Logical, Analytical","Blake, Best We Could Do, Banksy, Kruger, Gallenkuş","William Blake, Thi Bui, Banksy, Barbara Kruger, Ugur Gallenkuş",Foundational,At Home,Individual,IO Preparation,Any Time,Pen & Paper,Low — fine when tired,Highly Scaffolded — steps are laid out for you,Analysis Depth,Direct IO preparation — building the 10-minute argument that links a literary and a non-literary text to a global issue.,You can say your global issue in one sentence and name the extract moments that prove it.,"Start from the global issue, not the texts: finish the sentence 'Both my texts show that…'"
IO-0002,Individual Oral,Individual Oral Preparation,Comparative Text Analysis,IO Prep,Literary-Visual Comparison,Write how your literary and non-literary IO texts approach the same global issue differently. What does each medium reveal?,5,B,"Reading, Writing, Logical, Analytical","Blake, Best We Could Do, Banksy, Kruger, Gallenkuş","William Blake, Thi Bui, Banksy, Barbara Kruger, Ugur Gallenkuş",Developing,At Home,Individual,IO Preparation,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Analysis Depth, Comparative Linking",Direct IO preparation — building the 10-minute argument that links a literary and a non-literary text to a global issue.,You can say your global issue in one sentence and name the extract moments that prove it.,"Start from the global issue, not the texts: finish the sentence 'Both my texts show that…'"
IO-0003,Individual Oral,Individual Oral Preparation,Literary Text Analysis (Blake/Poetry),IO Prep,Blake Thematic Analysis,"Choose one Blake poem. Trace a theme throughout: where it appears, how it evolves, what it communicates about your global issue.",5,B,"Reading, Writing, Logical, Analytical",Poetry,William Blake,Developing,At Home,Individual,IO Preparation,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Analysis Depth,Direct IO preparation — building the 10-minute argument that links a literary and a non-literary text to a global issue.,You can say your global issue in one sentence and name the extract moments that prove it.,"Start from the global issue, not the texts: finish the sentence 'Both my texts show that…'"
IO-0004,Individual Oral,Individual Oral Preparation,Non-Literary Text Analysis (Visual Art),IO Prep,Artist Technique Study,"Choose Banksy, Kruger, or Gallenkuş work. Analyse: composition, colour, visual techniques, message. How do techniques convey global issue?",5,B,"Visual, Logical, Analytical","Artwork, Image","Banksy, Barbara Kruger, Ugur Gallenkuş",Developing,At Home,Individual,IO Preparation,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,Analysis Depth,Direct IO preparation — building the 10-minute argument that links a literary and a non-literary text to a global issue.,You can say your global issue in one sentence and name the extract moments that prove it.,"Start from the global issue, not the texts: finish the sentence 'Both my texts show that…'"
